Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
ruantidakn layan besar hanya 1orang  posisi jam 14 05,post office of pangkalan bun,budi,"ruangan pelayanan sebesar itu hanya ada 1orang , posisi jam 14.05",1,2024-08-11
makin inovatif adaptif dentidakn tuntut konsumen ubah zaman,post office of pangkalan bun,hary aswin,semakin inovatif dan adaptif dengan tuntutan konsumen dan perubahan zaman,5,2024-09-11
kirim buruk kata 3-4 hari nyata 15 hari ntidak tanggung jawab,post office of pangkalan bun,faiqoh lailatuz zaim,"pengiriman buruk, katanya 3-4 hari tapi nyatanya 15 hari. ngak ada pertanggung jawabannya.",1,2023-08-11
koq lama udah 7 hari kata 2 smpai 4 hari kalo liat rute cuma 1 hari 6 jam,post office of pangkalan bun,jzun lf,"koq lama ini udah 7 hari, katanya 2 smpai 4 hari kalo liat rute cuma 1 hari 6 jam sampai",1,2020-08-11
mudah cari dapat laku bayar lentidakap,post office of pangkalan bun,muhamad budi,mudah di cari dan dapat melakukan pembayaran yang lengkap..,5,2024-09-11
lama paket dtng etimasinya blgnya 2 hari sampe skrg blm nyampe,post office of pangkalan bun,sandiii,"lama paketnya dtng etimasinya blgnya 2 hari sampe skrg blm nyampe""",2,2022-08-11
masaa pktan qq udah 12 hr sjak d krim jawa smpe skrang blm datangg  mohon info dongg,post office of pangkalan bun,paijah siti,masaa pktan qq udah 12 hr sjak d krim dr jawa smpe skrang blm datangg .. mohon infonya dongg..,1,2020-08-11
kantor pos bagus baik layan,post office of pangkalan bun,yovin,kantor pos yang bagus dan baik pelayanannya,5,2017-08-11
layan ramah paket surat dentidakn selamat,post office of pangkalan bun,alexandhe s.,"pelayanan ramah, paket surat sampai dengan selamat",5,2024-08-11
kemaren pagi setatusnya udah pantidakalanbun sampe sekarang blm ubah padahal tujuanya cuman sampe balai riam,post office of pangkalan bun,mistin ypi,kemaren pagi setatusnya udah di pangkalanbun tapi sampe sekarang blm berubah padahal tujuanya cuman sampe balai riam,1,2022-08-11
lambat banget sih palantidaka pbun sumpah lama amat masih satu provinsi loh,post office of pangkalan bun,budi 3051,lambat banget sih dari palangka ke pbun sumpah lama amat. ini masih satu provinsi loh,2,2020-08-11
paket surat nya cepat,post office of pangkalan bun,andre omega,paket dan surat nya cepat sampai,5,2024-09-11
layan bagus kantor nyaman,post office of pangkalan bun,wisnu adi,pelayanan bagus dan kantor nyaman,5,2024-09-11
nomor antri satu semua lokeet ribet lama,post office of pangkalan bun,ratna indraswari,nomor antrian satu untuk semua loket..ribet dan lama,2,2017-08-11
layan santidakt baik,post office of pangkalan bun,deysi rinna,pelayanan sangat baik,5,2024-09-11
layan baik ramah,post office of pangkalan bun,wisnu adi kusuma,pelayanan baik ramah,5,2024-09-11
waktu sd bolak balik sini beli prantidako,post office of pangkalan bun,hermawan reza,waktu sd bolak balik ke sini buat beli prangko..,5,2021-08-11
semotidak benah atidakr lebih bagus,post office of pangkalan bun,noak solah,semoga bisa berbenah agar lebih bagus lagi,3,2022-08-11
produk makin inovatif layan cepat,post office of pangkalan bun,hady syn,"produknya semakin inovatif, layanan cepat",4,2017-08-11
pemgiriman cepat murah layan baik,post office of pangkalan bun,aridha,"pemgiriman cepat, murah dan pelayanan yang baik.",4,2018-08-11
pos kilat mahal lambat nyampainya,post office of pangkalan bun,senosp 6,pos kilat  mahal  lambat lagi nyampainya,1,2020-08-11
sukses beri layan baik,post office of pangkalan bun,ronny rahmad ramadhan,sukses memberikan pelayanan terbaik.,5,2018-08-11
kantor pos regional kabupaten pantidakalan bun,post office of pangkalan bun,rnd rsbl,kantor pos regional kabupaten pangkalan bun,4,2018-08-11
sering ngeposkan barang jakarta,post office of pangkalan bun,darwin,sering ngeposkan barang ke jakarta,4,2022-08-11
baik cepat layan,post office of pangkalan bun,mico lxander,perbaiki dan percepat pelayanan,2,2019-08-11
layan bagus respon bagus,post office of pangkalan bun,slamet ainur rahman,pelayanan bagus.. respon bagus,5,2022-08-11
tempat ngirim paket,post office of pangkalan bun,ketut prasojo,tempat ngirim paket,5,2023-08-11
lebih jozz servicenya,post office of pangkalan bun,pak pooh,lebih jozz servicenya,5,2019-08-11
tempat kirim barang,post office of pangkalan bun,andri setia purnama,tempat pengiriman barang,5,2021-08-11
tempat bersih mudah akses,post office of pangkalan bun,kristian limbong,tempat bersih dan mudah diakses,5,2023-08-11
bumn tp blm saing ekspedisi swasta lain semotidak baik  lebih kompetitif khusus dlm segi cepat kirim jnt spx lain,kantorpos tenggarong,liana maaidah d,"bumn, tp blm bisa bersaing dgn ekspedisi swasta lain. semoga bisa membaik & lebih kompetitif (khususnya dlm segi kecepatan pengiriman) dgn jnt/spx/lainnya",2,2025-08-06
layan santidakt baik cepat sopan dan lentidakap semua layan mana sya kirim paket sekalgus bayar listrik air kirim uang jg pas libur buka terus santidakt bantu  mantap ,kantorpos tenggarong,daos rudiansyah,"pelayanan sangat baik, cepat dan sopan..dan lengkap semua layanan..dimana sya bisa kirim paket sekalgus bayar² listrik, air dan kirim uang jg.. apalagi pas libur pasti buka terus, sangat membantu .. mantap..👍 …",5,2024-09-11
tempat mudah temu layan cepat baik tempat antri luas,kantorpos tenggarong,fatimah rosyidah,"tempat mudah ditemukan, pelayanan cepat dan baik, tempat antrian luas.",5,2023-08-11
tgl 25 sd ini paket dikirim2 sudah 6 hari mandeg tak gerak tokeo kirim paket tanya2 harus konfirmasi tanda terima barang aplikasi online lewat waktu estimasi resiko a uang hilang lumayan besar harap perhati,kantorpos tenggarong,johan gier,"dari tgl 25 sd saat ini paket belum dikirim2..sudah 6 hari mandeg tak bergerak..toko yg kirim paket tanya2, saya harus konfirmasi tanda terima barang di aplikasi online sudah lewat waktu estimasi, resiko.a uang saya hilang lumayan besar..harap di perhatikan",1,2023-08-11
pentidaklaman kirim plg buruk paket jakarta udah nyampe pos tengtidakrong dasar tracking sistem 8 hari status ubah stay pos tengtidakrong ni ntidakpain lama itu di kirim alamat tuju kapoke pake pos mendintidakn jne jnt sicepat saja,kantorpos tenggarong,nur roman,"pengalaman kirim plg buruk...paketanku dr jakarta udah nyampe pos tenggarong berdasarkan tracking di sistem 8 hari statusnya gak berubah stay di pos tenggarong, ni ngapain bisa selama itu, gak di kirim ke alamat tujuan???...kapok pake pos...mendingan jne, jnt, sicepat aja....",1,2021-08-11
kurir malas ngtidak niat kerja,kantorpos tenggarong,ifoni sanjaya,"kurir pemalas, nggak niat kerja",1,2025-03-11
layan buruk kirim barang tidaktidakl ada komfirmasi kata kirim paling cepat sudah 4 hari tracking resi nyata barang di tengtidakrong,kantorpos tenggarong,prananda,"pelayanan buruk, pengiriman barang gagal tidak ada komfirmasi, katanya pengiriman yg paling cepat tapi sudah 4 hari di tracking resi ternyata barangnya masih di tenggarong",1,2023-08-11
aku baru tau nyata bisa sistem kirim uang lewat kantor pos ngebantu banget yang punya bank tabuntidakn kirim barang jutidak cepat kalau kirim paket langsung antar di telepon lebih dahulu ya kantor pos hartidak ontidakos kirim lebih ramah hehe,kantorpos tenggarong,dayyy.,"aku baru tau ternyata masih bisa sistem kirim uang lewat kantor pos, ngebantu banget buat yang belum punya bank tabungan. untuk pengiriman barangnya juga cepat, kalau dapat kiriman paketan langsung di antar atau di telepon terlebih dahulu. ya, kantor pos harga untuk ongkos kirimnya lebih ramah hehe.",5,2017-08-11
rekomendasi kirim paket rekomendasi beli materai hartidak asli 10ribu  ,kantorpos tenggarong,rilia saputri,"tidak direkomendasikan untuk mengirim paket, hanya direkomendasikan untuk membeli materai karena harga asli 10ribu 😁 …",1,2025-01-11
tadi pilih pos estimasi cepat estimasi 3 hari tdk masalah mahal asal cepat nyata buruk 5 hr kerja samapai sekarang jutidak sampai,kantorpos tenggarong,haytech computer,tadinya pilih pos karena estimasi tercepat estimasi 3 hari tdk masalah mahal asal cepat sampai ternyata terburuk sudah 5 hr kerja samapai sekarang belum juga sampai.,1,2022-08-11
kasir nya ramah terus di kasih struk resi nya jadi tau hartidak per kg nya brp padahal kirim barang paling lama nya hartidak nya mahal banget,kantorpos tenggarong,salsm m,"kasir nya gak ramah. terus gak di kasih struk resi nya jadi gak tau harga per kg nya brp. padahal kirim barang yang paling lama sampai nya, tapi harga nya mahal bgt",1,2022-08-11
mohon bantu ada barang tiba kupang kefamenanu informasi cepat antar pos kembang janggutx tolong hubung aqu no telpon tera aalamatx s alxa alamt tulis di paket slah terimakasih banyak atas bantu,kantorpos tenggarong,silvhy hecka,"mohon bantuannya,, adakah barang yang tiba dari kupang kefamenanu tolong di informasi dan secepatnya tolong antar ke pos kembang janggutx dan tolong hubungi aqu di no telpon yg tertera di aalamatx ,s'alxa alamt yg tulis di paket itu slah,... terimakasih banyak atas  bantuannya",3,2020-08-11
pilih tepat kirim paket layan ramah,kantorpos tenggarong,antonius sugiarto,pilihan tepat untuk pengiriman paket.. pelayanannya ramah,5,2024-09-11
ma af bom cuma mau ntidaksi tau ngirim barang madura tgl 1 nyampek d pos tengtidakrong sampe sekarang bom antar sudah 4 hr,kantorpos tenggarong,asyari agen tembakau jambangan madura,ma'af sebelomnya saya cuma mau ngasi tau saya ngirim barang dr madura tgl 1 sudah nyampek d pos tenggarong sampe sekarang belom di antar..sudah 4 hr,1,2021-08-11
kantor pos layan paling kecewa rugi besar netidakra bayar tidakji cara kerja karyawan ini lebih baik tutup ssaja sungguh santidakt kecewa,kantorpos tenggarong,amaji aji,"kantor pos pelayanan paling mengecewakan
rugi besar negara bayar gaji cara kerja karyawan seperti ini.lebih baik ditutup saja .sungguh sangat mengecewakan.",1,2020-08-11
kantor pos tengtidakrong cukup tua layan okee halaman lumayan kirim barang dan luar negeri bisa nyari materi jutidak,kantorpos tenggarong,kang trisno,"kantor pos tenggarong, cukup tua, tapi pelayanan oke. halaman lumayan. kirim barang dalam dan luar negeri bisa. nyari materi juga bisa",5,2020-08-11
kantor tempat sedia jasa ekspedisi barang surat jual benda pos transfer uang western union bayar tagih dll,kantorpos tenggarong,joe kely,"kantor/tempat penyedia jasa ekspedisi(barang/surat),  jual benda pos, transfer uang (western union,  bayar tagihan, dll.",4,2017-08-11
buka hari bayar listrik air telpon bpjs sehat bpjs ketenatidakerjaan,kantorpos tenggarong,fitra rachmad,"buka setiap hari, bisa bayar listrik air telpon bpjs kesehatan, bpjs ketenagakerjaan",5,2022-08-11
barnag beberpa hari datang di antar2 pas kantor penuh terus cs makan siang suruh balik pas balik dh tutup kecewa,kantorpos tenggarong,noor fadlhilah,barnag sdh beberpa hari datang gak di antar2 pas ke kantor penuh terus cs makan siang suruh balik lagi pas balik dh tutup kecewa,2,2021-08-11
paket kurir koke ngtidak wa,kantorpos tenggarong,fahrul ajalah,paketku kurir kok nggk wa,5,2024-08-11
kantor pos tengtidakrong kah kirim barang keluar netidakra tuju malaysia apa ssaja persyaratanny,kantorpos tenggarong,putra raja walet kalimantan,"kantor pos tenggarong, bisa kah kirim barang keluar negara, tujuan malaysia! dan apa saja persyaratanny",3,2017-08-11
sudah jarang kantor pos kantor pos satu kota tengtidakrong tetap ramai unjung,kantorpos tenggarong,suyono,"kita sudah jarang ke kantor pos, tapi kantor pos satu-satunya di kota tenggarong ini tetap ramai pengunjungnya.",4,2017-08-11
kantor pos tengtidakrong santidakt bagus layan hari minggu buka,kantorpos tenggarong,ta ri,"kantor pos tenggarong sangat bagus pelayanannya
hari minggu buka",5,2022-08-11
rqpi bersih petutidaks jutidak cukup ramah terus penting muda2  ,kantorpos tenggarong,jday tsaqif,"rqpi dan bersih, petugas juga cukup ramah terus yang penting masih muda2 😁 …",3,2019-08-11
layan prima  ramah karyawannya sitidakp layan unjung,kantorpos tenggarong,fisher reinstein,"pelayanan prima & ramah.

karyawannya sigap dalam melayani pengunjung.",5,2019-08-11
layan lebih prima tertib atur suasana lebih nyaman,kantorpos tenggarong,fadli maha,"pelayanan lebih prima, tertib dan teratur serta suasana yg lebih nyaman",4,2018-08-11
kirim nutrisi turun berat badan,kantorpos tenggarong,nursiono nursiono,pengiriman nutrisi untuk turun berat badan,4,2023-08-11
hari in buka kator pos ny kak,kantorpos tenggarong,yhani sah,apakah hari in buka kator pos ny kak,5,2021-08-11
assalamu alaikum buka rekening bank btn,kantorpos tenggarong,yuda patria setiawan,"assalamu'alaikum
buka rekening bank btn kah",5,2021-08-11
layan cepat tepat dekat akurat amanat,kantorpos tenggarong,fitri apriyani,layanan cepat tepat dekat akurat amanat,5,2018-08-11
layan ramah cepat,kantorpos tenggarong,shamiira dhanye,"pelayanan ramah, cepat...",5,2020-08-11
layan lebih lentidakap,kantorpos tenggarong,mukh dan,pelayanan lebih lengkap,4,2018-08-11
mantap kirim tepat waktu  kurir ramah sekali semotidak kirim paket pos indonesia jaya masa lampau saran akan lebih bagus kurir pos indonesia pakai seratidakm pak pos seperti dulu  pakai motor warna oren biar lebih iconik,kantor pos indonesia cabang bontang,gerry sia,"mantap pengiriman tepat waktu & kurir ramah sekali.
semoga pengiriman paket pos indonesia berjaya kembali seperti masa lampau, saran saya akan lebih bagus lagi kurir pos indonesia memakai seragam pak pos seperti dulu & pakai motor warna oren, biar lebih iconik.",5,2025-05-11
selalu dapet potontidakn voucher possaja tangtidakl kembar pak raven selalu ntidakrahin pake lewat possaja thanks kantor pos bontang sukses selalu  ,kantor pos indonesia cabang bontang,fiqih afif putra,"selalu dapet potongan voucher dari posaja setiap tanggal kembar, pak raven selalu ngarahin pake lewat posaja! thanks kantor pos bontang, sukses selalu!! 🙏 …",5,2025-02-11
terima kasih kantor pos bontang layan cepat kurir profesional kerja,kantor pos indonesia cabang bontang,mashari 77,"terima kasih kantor pos bontang pelayanannya cepat, kurirnya profesional dalam bekerja.",5,2025-02-11
tempat luas nyaman parkir jutidak luas lokeasi tentidakh kota mudah jantidakau kalau pagi atidak sepi,kantor pos indonesia cabang bontang,abadi nugroho,tempatnya luas nyaman. parkiran juga luas. lokasi di tengah kota mudah di jangkau. kalau pagi masih agak sepi.,4,2025-02-11
tempat percaya layan masyarakat di kota kota kecil belum jamur jasa kurir,kantor pos indonesia cabang bontang,kokoh handoko,tempat yg terpercaya melayani masyarakat apalagi di kota kota kecil yang belum menjamur jasa kurir.,5,2022-08-11
keren saya santidakt bantu baik layan kirim atau pembayarab,kantor pos indonesia cabang bontang,ravenxa porsiana,"keren
saya sangat di bantu baik dalam pelayanan kiriman ataupun pembayarab",5,2025-01-11
santidakt bantu bayar bulan layan satu pintu layan santidakt cepat petutidaks securitynya santidakt bantu beri layan maksimal,kantor pos indonesia cabang bontang,evi handayani,"sangat membantu untuk pembayaran bulanan, pelayanan satu pintu, pelayanan sangat cepat, petugas dan securitynya sangat membantu dan memberikan pelayanan maksimal.",5,2024-09-11
pentidakntaran cepat penantidaknan komplain cepat ,kantor pos indonesia cabang bontang,sudirman sudirman,"pengantaran cepat, penanganan komplain cepat

..",5,2025-02-11
1 atap semua bayar solusi setidakla kirim baik dokeumen paket untuk pindah alat2 berat lain,kantor pos indonesia cabang bontang,ardiansyah harman,"1 atap untuk semua pembayaran dan solusi untuk segala pengiriman baik dokumen, paket atau untuk pindahan alat2 berat lainnya",5,2024-08-11
layan mudah cepat karyawan ramah2,kantor pos indonesia cabang bontang,elzo maliqalyubbi,pelayanan mudah dan cepat. karyawan ramah2.,5,2025-02-11
lokeet layan cepat pokeokenya,kantor pos indonesia cabang bontang,umi marfuah,loket pelayanan tercepat pokoknya,5,2025-02-11
lama kirim paket via kantor pos nyata ubah ruang nyaman petutidaks ramah antri pake nomor menyenantidakan ken liat dulu tuju berapa lama barang ada batidakimana ,kantor pos indonesia cabang bontang,wardhana hadi s23cwh,"sudah lama tidak kirim paket via kantor pos. ternyata sudah berubah. ruang nyaman, petugas ramah, antrian pake nomor. menyenangkan. tapi pengen liat dulu, sampai tujuan berapa lama dan barang dalam keadaan bagaimana. :)",4,2020-08-11
mantap layan bagus ramah sekali bayar bayar kirim paket mending possaja,kantor pos indonesia cabang bontang,melinda kusdiana,"mantap, pelayanannya bagus dan ramah sekali.
bayar bayar dan kirim paket mending ke posaja",5,2023-08-11
kantor pos bontang buka layan tiap hari slama pandemi covid 19 senin jumat jam operasional jam 7 malam sabtu jam 3 sore minggu jam 12 siang,kantor pos indonesia cabang bontang,rezha fatmawati,"kantor pos bontang buka layanan tiap hari. slama pandemi covid 19, dari senin sampai jumat jam operasional sampai jam 7 malam. sabtu sampai jam 3 sore dan minggu sampai jam 12 siang.",5,2021-08-11
kantor cukup besar dentidakn fasilitas baik lentidakapi dentidakn ac meski antri banyak tempat duduk,kantor pos indonesia cabang bontang,yuli abdi,kantor yg cukup besar dengan fasilitas yg baik di lengkapi dengan ac meski antri tapi banyak tempat duduk,4,2023-08-11
jauh pentidaklaman sini kalau rata2kan hasil 3 bintang ssaja beberapa staf2nya perlu ditraining atidakr lebih professional beberapa tunjuk profesionalisme makin kesini makin baik,kantor pos indonesia cabang bontang,syl a,sejauh ini pengalaman saya disini kalau di rata2kan ya hasilnya 3 bintang saja. beberapa staf2nya perlu ditraining lagi agar lebih professional namun beberapa sudah menunjukkan profesionalisme-nya. tapi semakin kesini semakin membaik.,3,2020-08-11
layan bagus sering buka malam buka sekarang udah bayar mitidaks bontang jutidak jadi perlu jauh telihan,kantor pos indonesia cabang bontang,rifda aulia,"pelayanannya bagus dan sering buka, malam pun buka, sekarang udah bisa bayar migas bontang juga, jadi gak perlu jauh² ke telihan",5,2021-08-11
barang dah nyampe d hub bontang ntidak kirim2 sgt  lambat sekali layan ssudah 2 hari,kantor pos indonesia cabang bontang,ardianto saning,barang dah nyampe d hub bontang ngak di kirim2 ke sgt . lambat sekali pelayanannya sudh 2 hari,2,2020-08-11
baru injak kantor pos  ,kantor pos indonesia cabang bontang,novi kaligrafi,baru injak kantor pos lagi 😂 …,5,2020-08-11
sambut sekuriti antre dentidakn mesin antre pernah antre nunggu lama full banget kantor tidak pernah lama koke antre,kantor pos indonesia cabang bontang,minul mentul,"disambut oleh sekuriti, antrean dengan mesin antrean, gak pernah antre nunggu lama. kecuali full banget kantornya. tapi gak pernah lama kok antrenya.",5,2021-08-11
kantor pos layan bayar pdam listrik kirim paket dokeument,kantor pos indonesia cabang bontang,abdul gani wijaya,kantor pos melayani pembayaran pdam listrik dan pengiriman paket serta dokument,5,2017-08-11
sering tidakngguan kocak,kantor pos indonesia cabang bontang,sayyid muhammad ali ridha,sering gangguan kocak,1,2025-04-11
jam operasional layan buka malam  ,kantor pos indonesia cabang bontang,ndhimen,jam operasional pelayanannya buka sampai malam 👍 …,4,2019-08-11
good service sering pake western union nyairin dollar ,kantor pos indonesia cabang bontang,royan abdillah,good service... sering pake western union buat nyairin dollar.. :),5,2019-08-11
petutidaksnya ramah parkir luas,kantor pos indonesia cabang bontang,algans soemarya (algans),petugasnya ramah.. parkiran luas,5,2023-08-11
sekarang barang belum datang,kantor pos indonesia cabang bontang,vico raguragu,sampai sekarang barang saya belum datang,1,2021-08-11
layan oke expedisinya,kantor pos indonesia cabang bontang,nasurdy,"pelayanan ok, apalagi expedisinya.",4,2017-08-11
layan all in mantap,kantor pos indonesia cabang bontang,santi susanti,"pelayanan all in, mantap",5,2023-08-11
security nya santidakt santidakt bantu,kantor pos indonesia cabang bontang,muhammad fathur rachman,security nya sangat sangat membantu,5,2021-08-11
buka hari,kantor pos indonesia cabang bontang,fitra rachmad,buka setiap hari,5,2022-08-11
layan cepat transparan,kantor pos indonesia cabang bontang,irwan efendi,pelayanan cepat dan transparan,5,2021-08-11
bayar tagih apa ssaja,kantor pos indonesia cabang bontang,susiamsal perdana,bisa bayar tagihan apa saja,4,2017-08-11
cepat mudah transaksi,kantor pos indonesia cabang bontang,herry wahyudi,cepat dan mudah transaksinya,5,2021-08-11
layan cepat pos juara,kantor pos indonesia cabang bontang,ricky permadi,pelayanan cepat. pos juara,5,2017-08-11
assalamualaikum pak apa kabar paket saya mohon erti barang sebut guna lebaran nomor telepon 082153060340  terima kasih ,kantor pos indonesia cabang bontang,haris amuuk,"assalamualaikum.. pak, apa kabar paket saya? mohon pengertiannya karena barang tersebut akan digunakan untuk lebaran. ini nomor telepon saya 082153060340 🙏🙏 terima kasih …",3,2021-08-11
layan baik,kantor pos indonesia cabang bontang,nusaibah masyfu'ah,pelayanan yang baik,5,2018-08-11
jasa expedisinya santidakt santidakt buruk estimasi tentu molor smpai 1 minggu tambah lagi kurir temu lokeasi padahal lokeasi dekat dan di tidaknti kirim besokenya lagi datang sih paket tapi kurir sinis lagi pake jasa via poss santidakt kecewa,kantor pos sampit 74300,king kong,"jasa expedisinya sangat sangat buruk dari estimasi yang di tentukan,molornya smpai 1 minggu di tambah lagi,kurirnya tidak menemukan lokasi padahal lokasi dekat,dan di ganti pengiriman besoknya lagi,datang sih paketnya,tapi kurirnya sinis. gak lagi pake jasa via poss. sangat mengecewakan",1,2025-07-21
layan ramah hartidak terjantidakau mudah an jalan berkas kirim jalan dentidakn lancar sampai dentidakn selamat terima kasih kantor pos,kantor pos sampit 74300,agus sakroni,"pelayanan ramah, dan harga terjangkau mudah²an perjalanan berkas yg dikirim bisa berjalan dengan lancar serta sampai dengan selamat, terima kasih kantor pos",4,2025-06-11
maaf mau tanya kantor pos bisa minta cek kan kartu kis kak,kantor pos sampit 74300,siti nursih,maaf mau tanya di kantor pos ini bisa minta tolong cek kan kartu kis kah kak,3,2025-07-28
layan nya bagus karyawan nya ramah terimakasih pos indonesia,kantor pos sampit 74300,rani deni,"pelayanan nya bagus dan karyawan nya ramah-ramah, terimakasih pos indonesia",5,2025-07-21
kali kalau nutidaksin kurir bener dong masa surat bayar mahal2 eh surat nya dibalikin pdhl awal ngirim ke tuju begitu ngirim lg kata alamat jelas layan kecewa,kantor pos sampit 74300,asyhar ma'rufi,"lain kali kalau nugasin kurir yang bener dong,masa surat bayar mahal2 eh surat nya dibalikin..pdhl awalnya saya ngirim sampai ke tujuan,begitu ngirim lg katanya alamat tidak jelas,,pelayanan yg mengecewakan",1,2024-12-11
layan okee parkir luas,kantor pos sampit 74300,aguh dp,"pelayanan oke ,parkir luas",5,2024-11-11
tempat okeay layan jutidak lumayan okeay cuma sistem money gram jumat kemarena smpe sekarang tidakngguan terus info hmm,kantor pos sampit 74300,susilawati,"tempatnya okay,pelayanannya juga lumayan okay,,,cuma untuk sistem money gram dari jumat kemarena smpe sekarang masih gangguan terus infonya hmm...",3,2024-10-11
hari kamis buka jam berapa yah,kantor pos sampit 74300,ahmad syaifudin,hari kamis buka sampai jam berapa yah?,5,2025-04-11
mau nanya hari minggu beneran buka,kantor pos sampit 74300,ahmad saufi,mau nanya hari minggu beneran buka kah,5,2025-07-11
layan baik paket belum estimasi  ,kantor pos sampit 74300,eko herman,"pelayanan baik, paket sampai sebelum estimasi 👍 …",5,2024-12-11
udah beli 3 emet pas upload beli 2 skil academy karna minus di saya  semotidak beri rezeki main sini ,kantor pos sampit 74300,afatimu,"udah beli 3 emet, tapi pas upload beli 2 lagi di skil academy karna minus di saya 🥲, semoga diberi rezeki main disini lagi …",5,2024-08-11
mantap menjantidakau seluruh pelosoke negeri,kantor pos sampit 74300,hensam asev,"mantap, menjangkau seluruh pelosok negeri",5,2024-08-11
layan petutidaks santidakt muas terimakasih banyak ,kantor pos sampit 74300,kurniawaty,pelayanan petugas sangat memuaskan terimakasih banyak...🙏🙏🙏 …,5,2021-08-11
layan nya baik,kantor pos sampit 74300,gusti syahbani,pelayanan nya baik,5,2024-11-11
pentidakmbilan uang pensiun antar  ambil paket beli materai,kantor pos sampit 74300,erni kurniati,"pengambilan uang pensiun, antar & ambil paket, beli materai",5,2023-08-11
bayar pdam kirim paket sini,kantor pos sampit 74300,akhmad fajar,pembayaran pdam dan kirim paket disini,4,2024-08-11
layan bagus dan ramah unjung,kantor pos sampit 74300,andreas krisnanda,"pelayanan bagus ,dan ramah kepada pengunjung",5,2023-08-11
tempat strategis ditentidakh kota,kantor pos sampit 74300,riyan riyanto,tempatnya strategis ditengah kota,3,2024-08-11
buka hari,kantor pos sampit 74300,febrianor,buka setiap hari,5,2023-08-11
kantor pos kebangtidakan kota sampit  ,kantor pos sampit 74300,endang setianingsih,kantor pos kebanggaan kota sampit 👍 …,5,2023-08-11
sekarang layan malam,kantor pos sampit 74300,agus setyo utomo,sekarang melayani sampai malam,5,2022-08-11
santidakt mudah kirim,kantor pos sampit 74300,kam creator,sangat memudahkan pengiriman,5,2021-08-11
kantor tetap eks dulu hingtidak sekarang terus bertansformasi hingtidak bertidaknti nama jadi pos ind masih tetap beri layan baik hingtidak pelosoke-pelosoke kenal lelah waktu batas tetap semantidakt selalu bapak  ibu team pos ind kc tse 77000 semotidak sehat selalu ,kantor pos tanjung selor,kimiafarma skip,"kantor yang masih tetap eksis dari dulu hingga sekarang terus bertansformasi hingga berganti nama menjadi pos ind masih tetap memberikan pelayanan baiknya hingga ke pelosok-pelosok, tanpa kenal lelah dan waktu tanpa batas. tetap semangat selalu bapak & ibu team pos ind kc tse 77000. semoga sehat selalu :)",5,2025-07-11
karyawan nya merespon dentidakn ramah kurir nya jutidak satset bagus deh pokeoke nya pos tanjung lor ,kantor pos tanjung selor,intan brillion,karyawan nya merespon dengan ramah dan kurir nya juga satset.. bagus deh pokok nya pos tanjung selor👍 …,5,2025-08-04
santidakt bantu untuk kirim paket dokeumen ngtidak perlu repot  langsung pickup depan rumah semotidak pos indonesia jaya,kantor pos tanjung selor,nurdiansyah albanjari,"sangat membantu kami untuk pengiriman paket dan dokumen. nggak perlu repot , langsung di pickup ke depan rumah. semoga pos indonesia jaya",5,2024-09-11
kantor pos santidakt bagus tiap mesan materai selalu antar tepat waktu,kantor pos tanjung selor,alfian,"kantor pos sangat bagus
setiap pemesanan materai selalu diantarkan tepat waktu",5,2024-09-11
layan kurang ramah ,kantor pos tanjung selor,siti rohimah,pelayanan kurang ramah😁 …,2,2025-07-11
kirim barang pakai pos kilat khusus estimasi 2-4 hari sampai nyata udah hari lima jutidak sampai tracking resi jutidak pernah update huh bikin naik darah nungggu paket pos terakhirkali lah pakai jasa pos terimakasi untuk kecewa dentidakn layan yang fantastis,kantor pos tanjung selor,miftakhul khoir,kirim barang pakai pos kilat khusus. estimasi 2-4 hari sampai. nyatanya udah hari ke lima belum juga sampai. tracking resi juga gk pernah update. huh bikin  naik darah nungggu paket dari pos. ini terakhirkali lah pakai jasa pos. terimakasi sudah buat saya kecewa dengan pelayanan anda yg fantastis,3,2018-08-11
customer service bagi pensiun koke ketus banget ya entah sop nya memang gitu gimana minta untuk pihak kantor pos sdm nya disajarin untuk tutur kata lebih sopan layan customer selalu bentak bentak,kantor pos tanjung selor,yunie kasmi,untuk customer service bagian pensiun kok ketus banget ya. entah sop nya memang gitu atau gimana? minta tolong untuk pihak kantor pos sdm nya diajarin lagi untuk tutur kata lebih sopan. setiap melayani customer selalu bentak bentak,1,2020-08-11
layan ramah letak nya strategis dan bayar nya cepat kantor nya adem,kantor pos tanjung selor,nely elvina marpaung,"pelayanan ramah
letak nya strategis
dan pembayaran nya cepat serta kantor nya adem",5,2024-09-11
kirim berkas kata 3-4 hari bukti nya skrg t4 tuju cek lalu kode barcode nyata malah nyasar gimana sih sistem kirim ini tuju kirim tara malah sampai nyasar tanjung lor hubung ke pos tanjung lor bisa kecewa saya,kantor pos tanjung selor,liani haz,kirim berkas katanya 3-4 hari bukti nya sampai skrg belum sampai ke t4 tujuan. saya cek melalui kode barcode ternyata malah nyasar. gimana sih sistem pengirimannya ini? tujuan pengiriman saya ke tarakan malah sampai nyasar ke tanjung selor. dihubungi ke pos tanjung selor ga bisa. kecewa saya.,1,2019-08-11
